1080793020,1/8/2001,Prime Response Inc,Chordiant Software Inc,,,1,2,No,No,No,119.207,No,Friendly,No,No,No,No,,,No,1/8/2001,3/28/2001,N,12/31/1999,No,No,,3/28/2001,,Merger,No,31.99,2,2,,,100,,100,100,,,100,100,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,1,No,No,,1/8/2001,,No,,170404,B1RYG47,170404,Chordiant Software Inc,170404,Chordiant Software Inc,74158B,2556556,74158B,Prime Response Inc,74158B,Prime Response Inc,B1RYG47,2556556,Software,Software,High Technology,High Technology,United States,US,United States,US,Public,Public,7372,PRME,32.997,,31.963,1.61,20.522,-17.777,-20.4,-20.4,51.8,74.8,-15.351,2.6,51.838,-1.0298,,,,,1.375,0.875,1.563,,,,,,,0.772,,1.557,,,,17.24,84.23,3.13,"Chordiant Software Inc, located in Cupertino, California, develops customer relationship management software to help global brands multiply customer lifetime value. The company was founded in 1991.",Develop database marketing application software,,.6 shs com/sh com,Common Stock,Common Stock,2001,1,87802,87802,3/31/2000,3/30/2001,132503
1081496020,1/10/2001,Fritz Cos Inc,United Parcel Service Inc,,,1,2,No,No,No,71519.218,No,Friendly,No,No,No,No,,,No,1/10/2001,5/24/2001,N,11/30/2000,No,No,,5/24/2001,,Merger,No,256.496,2,1,,,100,,100,100,,,100,100,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,1,No,No,531.268,1/10/2001,,No,,911312,2517382,911312,United Parcel Service Inc,911312,United Parcel Service Inc,358846,2352613,358846,Fritz Cos Inc,358846,Fritz Cos Inc,2517382,2352613,Professional Services,Transportation & Infrastructure,Consumer Products and Services,Industrials,United States,US,United States,US,Public,Public,4731,FRTZ,451.468,533.704,453.904,12.2,1629.6,48.5,20.6,13.5,279.4,858.8,62.1,7.6,279.5,0.36,33.8,,,,7.031,7.063,7,0.326,10.954,8.555,39.353,0.328,11.004,8.594,39.534,0.279,9.359,7.309,33.623,73.52,72.73,74.29,"United Parcel Service Inc, located in Atlanta, Georgia, provides specialized transportation, logistic and courier services. Its primary business is the time-definite delivery of packages and documents throughout the United States and in over 220 other countries and territories worldwide. The Company was founded on August 28, 1907. August 28, 1907.","Provide arrangement of freight, domestic freight forwarding, international freight forwarding and general warehousing and storage services",,.2 class B shs com/sh com; plus $4.432 mil/options,Common Stock Type B,"Common Stock, Option",2001,1,77989,77989,10/30/1992,5/31/2001,025804
1081537020,1/10/2001,Mediconsult.com Inc,CyBear Inc(Andryx Corp),,,1,1,No,No,No,6.119,No,Friendly,No,No,No,No,,,No,1/10/2001,4/3/2001,N,9/30/2000,No,No,,4/3/2001,,Merger,No,13.556,1,,,,100,,100,100,,,100,100,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,3.338,1/10/2001,,No,,23243C,,034553,Andrx Corp,034553,Andrx Corp,58469J,2316318,58469J,Mediconsult.com Inc,58469J,Mediconsult.com Inc,2632939,2316318,Internet Software & Services,Internet Software & Services,High Technology,High Technology,United States,US,United States,US,Public,Public,7375,MCNS,1.938,3.298,1.898,0.04,19.7,-70.1,-81.8,-81.8,155.3,168.7,-33.4,2.9,155.2,-1.83,,,,,0.156,0.125,0.25,0.169,,,,0.167,,,,0.096,,,,-77.56,-72,-86,"Internet Service Provider, develop products and services using Internet applications to improve efficiency and communications between healthcare providers and patients",Provide on-line medical information services via an Internet website where patients are able to consult with physicians and specialists,,.143 shs com/sh com,Common Stock,Common Stock,2001,1,86834,86834,4/30/1999,3/30/2001,063779
1082557020,1/15/2001,Xircom Inc,Intel Corp,,,,1,No,No,No,223772.5,No,Friendly,No,No,No,No,,29.92,No,1/15/2001,3/13/2001,N,12/31/2000,No,No,1/29/2001,3/13/2001,,Merger,No,415.782,2,1,100,,,,91.08,100,8.9,8.9,91.1,100,89.9,92.1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,1,Yes,Yes,427.11,1/15/2001,,No,,458140,2463247,458140,Intel Corp,458140,Intel Corp,983922,2986067,983922,Xircom Inc,983922,Xircom Inc,2463247,2986067,Semiconductors,IT Consulting & Services,High Technology,High Technology,United States,US,United States,US,Public,Public,7373,XIRC,701.575,511.067,785.532,25,492.182,32.395,21.1,9.8,447.8,529.4,58.751,14.9,447.775,0.28,89.2,7.357,,7.357,0,0,0,1.007,15.306,8.44,50.376,1.038,15.776,8.699,51.922,1.596,24.249,13.371,79.806,38.4,60,78.57,"Intel Corp is a manufacturer of semiconductors and related device. The company's segments are Data Center Group (DCG), Internet of Things Group (IOTG), Mobileye, Non-Volatile Memory Solutions Group (NSG) and Programmable Solutions Group (PSG). Its products include silicon-based semiconductors, retail network and communications products, computer parts, processors, server boards, motherboards, chipsets, desktop, notebook and storage systems. The Company was founded in 1968 and is located in Santa Clara, California.",Provide network access products for mobile and remote personal computer users,Corporate Funds,$25 cash/sh com; plus $33. 354 mil/options,"Cash Only, Cash Only","Common Stock, Option",2001,1,77451,77451,3/31/1992,3/30/2001,025115
1082845020,1/16/2001,Allaire Corp,Macromedia Inc,,,1,2,No,No,No,3533.953,No,Friendly,No,No,No,No,,,No,1/16/2001,3/20/2001,N,9/30/2000,No,No,,3/20/2001,,Merger,No,159.341,1,2,31.56,,68.45,,100,100,,,100,100,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,1,No,No,211.133,1/16/2001,,No,,556100,2549512,556100,Macromedia Inc,556100,Macromedia Inc,016714,2380711,016714,Allaire Corp,016714,Allaire Corp,2549512,2380711,Internet Software & Services,Software,High Technology,High Technology,United States,US,United States,US,Public,Public,7372,ALLR,335.905,211.023,335.795,11.39,107.568,-7.994,-1.6,-1.7,106.6,168.7,-2.004,3.9,106.63,0.22,51.7,,,,7.5,4.969,5.813,1.963,,,,1.962,,,,3.122,,,,51.84,129.18,95.91,"Macromedia Inc is an Internet software development company, headquartered in San Francisco, California. It serves business users, developers, and designers, helping them deliver effective, compelling, and memorable experiences on the Internet, on fixed media, on wireless, and on digital devices. The company was founded in 1992.","Develop and wholesale application development and server software for a range of Web development, including building static Web pages, developing enterprise-scale, and interactive Web applications; provide software support services",,$3 cash plus 0.2 shs com/sh com; plus $23.614 mil/options; plus $.148 mil/warrants,"Cash, Common Stock","Common Stock, Option, Warrants",2001,1,86565,86565,1/29/1999,3/30/2001,117701
1082985020,1/17/2001,WebTrends Corp,NetIQ Corp,,76,2,3,No,No,No,3050.175,No,Friendly,No,No,No,No,,,No,1/17/2001,3/30/2001,N,9/30/2000,No,No,,3/30/2001,,Merger,No,659.961,2,1,,,100,,100,100,,,100,100,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,24,1,No,No,1023.221,1/17/2001,,No,,64115P,2443391,64115P,NetIQ Corp,64115P,NetIQ Corp,94844D,2390323,64115P,NetIQ Corp,64115P,NetIQ Corp,2443391,2443391,Software,Software,High Technology,High Technology,United States,US,United States,US,Public,Public,7372,WEBT,1031.221,1022.895,1030.895,36,48.3,5.6,11,6.9,91.2,112.4,7.9,3.5,91.2,0.25,144,,,,32.875,27.813,25.063,21.185,182.718,129.522,148.293,21.178,182.66,129.48,148.246,21.344,184.088,130.493,149.405,9.51,29.44,43.64,"NetIQ Corp, located in San Jose, California, develops systems and security management and web analytics software, including knowledge and tools to implement industry practices and to ensure operational integrity, manage service levels and risk, and ensure policy compliance. The company was founded in 1995.","Provide Internet solutions in eBusiness, Intelligence and Visitor Relationship Management, eBusiness Systems Management, and eBusiness Security.",,.48 shs com/sh com; plus $83. 267 mil/options,Common Stock,"Common Stock, Option",2001,1,86741,87081,7/30/1999,6/30/2006,118446
1083945020,1/18/2001,Texoil Inc,Ocean Energy Inc,,,,1,No,No,No,2596.572,No,Friendly,No,No,No,No,,11.81,No,1/18/2001,3/22/2001,N,9/30/2000,No,No,1/24/2001,3/22/2001,,Merger,No,52.837,1,1,88.04,11.97,,,100,100,,,100,100,100,100,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,1,Yes,Yes,123.176,1/18/2001,,No,,67481E,2230366,67481E,Ocean Energy Inc,67481E,Ocean Energy Inc,882906,,882906,Texoil Inc,882906,Texoil Inc,2230366,,Oil & Gas,Oil & Gas,Energy and Power,Energy and Power,United States,US,United States,US,Public,Public,1311,TXLI,125.368,123.167,110.359,8.25,44.39,19.563,18.2,12.2,45.2,74.7,25.955,6.8,45.141,0.95,8.6,0.25,,0.25,7.563,7.625,6.719,2.775,6.296,4.746,10.082,2.775,6.296,4.745,10.082,2.486,5.641,4.252,9.033,9.08,8.2,22.79,Oil and gas exploration and production,Oil and gas exploration and production,Borrowings,$8.25 cash/sh com; plus $18. 04 cash /sh convertible preferred; plus $2.215 mil/ opt; plus $3.544 mil/war,"Cash, Liabilities, Cash, Cash","Common Stock, Convert. Preferred, Option, Warrants",2001,1,80580,80580,5/31/1994,3/30/2001,028229
1084648020,1/22/2001,Guest Supply Inc,Sysco Corp,,,,1,No,No,No,9295.73,No,Friendly,No,No,No,Yes,Yes,,No,11/17/2000,3/15/2001,N,12/31/2000,No,No,,3/15/2001,,Merger,No,106.611,1,3,,,100,,100,100,,,100,100,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,1,No,No,231.614,1/22/2001,,No,,871829,2868165,871829,Sysco Corp,871829,Sysco Corp,401630,2395641,401630,Guest Supply Inc,401630,Guest Supply Inc,2868165,2395641,Food and Beverage,Other Consumer Products,Consumer Staples,Consumer Products and Services,United States,US,United States,US,Public,Public,2844,GSY,187.914,232.353,188.653,26,376.2,21.6,17.8,11.6,70.9,174.4,27.6,10.7,71.1,1.6,16.2,2.799,,2.799,16.75,16,16.125,0.616,10.723,8.392,19.967,0.618,10.757,8.419,20.03,0.501,8.734,6.835,16.263,55.22,62.5,61.24,"Sysco Corp is engaged in selling, marketing and distributing food products to restaurants, healthcare and educational facilities, lodging establishments and other customers who prepare meals away from home. The Company operates in three reportable segments: U.S. Foodservice Operations, International Foodservice Operations and SYGMA. U.S. Foodservice Operations includes the Company's US Broadline operations, which distribute a full line of food products, including custom-cut meat, seafood, produce, specialty Italian, specialty imports and a wide variety of non-food products. International Foodservice Operations includes operations outside of the United States, which distribute a full line of food products and a wide variety of non-food products, and its operations are held in Canada, Bahamas, Mexico, Costa Rica and Panama. The SYGMA segment includes the Company's United States customized distribution operations serving quick-service chain restaurant customer locations. The Company was founded in May 1969 and is located in Houston, Texas.","Manufacture and wholesale personal care products, housekeeping supplies, room accessories and textiles to lodging industry including shampoos, hair conditioners, shower caps, bath gel, soap dishes, decorative containers and trays, waste basket, paper products, glassware, stationary, cleaning chemicals and implements and laundry bags",,"$26 com/sh com subject to a collar agreement whereby if Sysco Corp's (SC) average closing stock price rose above $30, the exact exchange ratio was to be fixed at . 8667 shs com/sh com; if SC's average closing stock price fell below $22, the exact exchange ratio was to be fixed at 1.1818 shs com/sh com","Common Stock, Common Stock, Common Stock","Common Stock, Option, Warrants",2001,1,40345,40345,8/31/1983,3/30/2001,005374
1084244020,1/22/2001,Pontotoc Production Inc,Ascent Energy Inc,,,,3,No,No,No,,No,Friendly,No,No,No,No,,,No,1/22/2001,8/22/2001,N,12/31/2000,No,No,,8/22/2001,,Merger,No,48.227,1,,78.48,21.52,,,100,100,,,100,100,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,3,No,No,67.658,1/22/2001,,No,,04360C,B188XN6,04360C,Ascent Energy Inc,04360C,Ascent Energy Inc,732763,2398231,732763,Pontotoc Production Inc,732763,Pontotoc Production Inc,B188XN6,2398231,Oil & Gas,Oil & Gas,Energy and Power,Energy and Power,United States,US,United States,US,Public,Public,1311,PNTU,60.558,67.662,60.562,11.5,9.1,5,4.5,3.1,10,25.1,5.9,1.9,10,0.59,19.4,,,,9.125,9.25,9.25,7.435,13.532,11.467,21.825,7.435,13.532,11.468,21.826,6.655,12.112,10.265,19.536,26.03,24.32,24.32,"Ascent Energy Inc, located in Plano,Texas, a growth-oriented, independent natural gas and oil company engaged in the acquisition, exploration and development of both conventional and unconventional natural gas and oil properties in Texas, Oklahoma, Louisiana and the Appalachian region. Its growth efforts are primarily directed at finding and developing natural gas reserves in unconventional shale gas areas and in known tight gas areas. It operates substantially all of its properties. The company was founded in 2001.","Oil and gas exploration and production company focusing on lower risk, shallow oil and gas properties in the State of Oklahoma",,$11.50 cash and convertible stock/sh com; plus $.601 mil/ options,"Cash, Convert. Preferred","Common Stock, Option",2001,1,87511,87511,12/31/1999,8/31/2001,066531
1084662020,1/23/2001,Centennial Technologies Inc,Solectron Corp,,,,1,No,No,No,21296.044,No,Friendly,No,No,No,No,,,No,1/23/2001,4/30/2001,N,3/31/2000,No,No,,4/30/2001,,Merger,No,37.231,1,1,,,100,,100,100,,,100,100,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,1,No,No,58.383,1/23/2001,,No,,834182,2820563,834182,Solectron Corp,834182,Solectron Corp,151392,2440897,151392,Centennial Technologies Inc,151392,Centennial Technologies Inc,2820563,2440897,Semiconductors,Computers & Peripherals,High Technology,High Technology,United States,US,United States,US,Public,Public,3577,CENL,59.183,57.693,58.493,13.43,35.6,1.9,2.9,2.7,16,30.4,3,5,15.9,0.76,17.6,,,,18.375,14.875,11.5,1.64,30.728,19.461,21.623,1.621,30.365,19.231,21.368,1.643,30.786,19.498,21.664,-26.91,-9.71,16.79,"Manufacture and wholesale printed circuit boards through surface mount and pin-through-hole interconnection technologies, including advanced building block design solutions, product design and manufacturing, new product introduction management, materials purchasing and management, and prototyping, to original equipment manufacturers (OEMs) who design and sell networking equipment, mobile and land based telecommunications equipment, computing equipment, including workstations, notebooks, desktops and peripherals, and other electronic equipment; provide after market services","Manufacture computer peripherals and PC card-based solutions, including font cartridges used in laser printers, to original equipment manufacturers (OEMs) and value added resellers in the communications (routers, wireless telephones, local area networks), transportation (navigation, vehicle diagnostics), mobile computing and office automation (hand-held data collection terminals, notebook computers, personal digital assistants), medical (blood gas analysis systems, defibrillators, hand-held glucometers, holter devices) and consumer OEM (sewing machines and digital cameras) industries",,.542 shs com/sh com; plus $10.902 mil/options; plus $4. 8 mil/Series B cvt pfd shs,Common Stock,"Common Stock, Option, Convert. Preferred",2001,1,88796,80414,4/29/1994,3/31/1997,030031
